200,0.7
220,4.5
240,5.2
260,13
280,23
300,56
320,76
340,91
360,97
370,113
380,107
390,103
400,148
410,170
420,173
430,159
440,184
450,200
460,205
480,203
500,192
550,188
600,177
650,159
700,141
750,127
800,114
900,94
1000,75
1100,61
1200,52
1400,35
1600,25.5
1800,16.9
2000,11.6
2500,5.2
3000,2.6
4000,0.9
5000,0.4
